time,ADA,BCH,BTC,DOGE,ETH,LINK,LTC,MANA,XLM,XRP,SPXT,XCMP,USSOC,VIX
2021-10-03,0.001777778,0.035434141,0.011853191,0.014174668,0.009045635,0.024136651,0.009107037,0.021140806,-0.005367856,0.017357763,0.0,0.0,0.0,0.0
2021-10-04,-0.027506655,-0.034413983,0.021620826,0.088367899,-0.010420626,-0.034807832,-0.017053446,-0.0015625,-0.015555556,-0.011374408,-0.01293,-0.0213,-0.00649,0.08558
2021-10-05,0.019160584,0.078184454,0.045200886,0.043496272,0.038880189,0.022915101,0.036308353,0.019692227,0.028377943,0.040268456,0.01064,0.01256,0.00523,-0.0723
2021-10-06,-0.010295434,0.036837241,0.074587602,0.009924573,0.017061566,-0.015424165,0.026924405,-0.008568871,0.121981812,-0.006451613,0.00411,0.00472,0.0052,-0.01408
2021-10-07,0.030755314,-0.00876866,-0.02798114,-0.045204403,0.003366815,0.00074599,0.000392157,-0.003998968,-0.039686976,-0.009276438,0.00853,0.01051,0.0052,-0.06952
2021-10-08,-0.018429136,-0.025165151,0.002826912,0.004116921,-0.007045472,-0.01677227,-0.015232122,0.053490481,-0.021536671,-0.004681648,-0.0019,-0.00508,0.0052,-0.03941
2021-10-09,0.014304873,0.031819783,0.018883474,0.011480115,0.003805953,0.039802881,0.022917259,0.033931645,0.05056514,0.091251176,0.0,0.0,0.0,0.0
2021-10-10,-0.033494932,-0.048265436,-0.004871922,-0.072152412,-0.04471256,-0.068173533,-0.027518346,-0.084661118,-0.06200453,-0.020689655,0.0,0.0,0.0,0.0
2021-10-11,-0.009575923,0.027568537,0.05116175,0.010484928,0.037362908,-0.012910798,0.024924255,-0.010002598,0.039843043,0.000880282,-0.00687,-0.0064,0.0,0.06553
2021-10-12,-0.024861878,-0.023388022,-0.025877062,-0.022481626,-0.015103805,-0.024177566,-0.037369625,-0.011284608,-0.034542816,-0.030782762,-0.00242,-0.0014,0.0,-0.0075
2021-10-13,0.033050047,0.010042211,0.024247066,0.028748341,0.033501308,0.04224208,0.029028333,0.020039814,0.106133494,0.023593466,0.00304,0.00731,0.0,-0.06096
2021-10-14,-0.006855576,0.008611102,-0.00017065,0.0,0.050915441,0.041309431,0.020833333,0.006115014,0.005164447,0.005319149,0.01718,0.01728,-0.00261,-0.09549
2021-10-15,0.020708698,0.044626,0.07541509,0.006448839,0.020291568,0.01010479,0.045945946,-0.021725074,-0.022714981,0.00617284,0.00746,0.00499,-0.00524,-0.03321
2021-10-16,-0.018034265,-0.000543791,-0.013085686,0.013669372,-0.009965979,0.008892182,-0.019669883,0.069266358,0.097122302,-0.006134969,0.0,0.0,0.0,0.0
2021-10-17,-0.009182736,-0.02056329,0.01055837,0.002107038,0.00445215,-0.025706941,-0.011780527,-0.054271233,-0.032786885,-0.035273369,0.0,0.0,0.0,0.0
2021-10-18,-0.013438369,-0.000947635,0.008413775,0.039529016,-0.026131761,-0.031285337,0.010396821,-0.020130719,-0.009908735,-0.010054845,0.00338,0.00836,0.0,0.00061
2021-10-19,-0.008454674,0.011562301,0.036200461,-0.006877023,0.03505208,0.008560311,0.017293395,0.030549626,-0.015275217,0.007386888,0.00741,0.00714,0.0,-0.0374
2021-10-20,0.036949313,0.042066802,0.027021511,0.037474542,0.073512231,0.060570988,0.097918763,0.053851133,0.047873763,0.049495875,0.00367,-0.00049,0.0,-0.01338
2021-10-21,-0.02329831,-0.032704481,-0.056604094,-0.048292108,-0.023959217,0.028373954,-0.050308702,-0.032305614,-0.046962736,-0.048908297,0.00307,0.00622,0.0,-0.03099
2021-10-22,0.007951356,0.000753833,-0.025534182,0.008250825,-0.0223518,0.014149275,-0.03016913,0.003046458,-0.002945903,0.0,-0.00106,-0.00824,-0.00134,0.02798
2021-10-23,0.004640371,0.008269893,0.010207009,0.027414075,0.049600322,0.094872689,0.028489133,0.003796507,0.015578834,0.004591368,0.0,0.0,0.0,0.0
2021-10-24,-0.020785219,-0.018565911,-0.007331713,0.098367184,-0.02083973,-0.053520229,-0.029889506,-0.019415028,-0.015604337,-0.010968921,0.0,0.0,0.0,0.0
2021-10-25,0.011792453,0.007191099,0.036565065,-0.039521392,0.03385039,0.090205318,0.025509133,0.040241707,0.042718968,0.012014787,0.00475,0.00905,0.00134,-0.01231
2021-10-26,-0.003729604,-0.016289578,-0.043959458,-0.034730087,-0.021399156,0.003704847,0.010748285,0.0063033,-0.038649833,0.010958904,0.00182,0.00059,0.0,0.04856
2021-10-27,-0.104819841,-0.102805113,-0.030692848,-0.071177161,-0.04979237,-0.111657951,-0.09246506,-0.074306067,-0.114178504,-0.100813008,-0.00503,1e-05,0.0,0.06258
2021-10-28,0.039728176,0.055005921,0.036700783,-0.071177161,0.092732226,0.045706371,0.059591563,0.230197691,0.036913767,0.062889291,0.00988,0.01396,-0.0013,-0.0265
2021-10-29,0.012066365,0.025922216,0.027592591,-0.039359573,0.030124387,0.02384106,0.034597156,0.230197691,0.055733878,0.02268431,0.00206,0.00332,-0.0013,-0.01633
2021-10-30,-0.028812717,-0.014493729,-0.006271264,-0.065972222,-0.021157242,-0.036545925,-0.031251591,0.230197691,-0.00856827,0.002772643,0.0,0.0,0.0,0.0
2021-10-31,0.005626598,0.019745832,-0.008759788,0.041635688,-0.007826196,0.007720712,0.008616613,-0.200166113,0.040423752,0.025806452,0.0,0.0,0.0,0.0
2021-11-01,-0.008646999,-0.016147404,-0.006336945,-0.030335475,0.007619869,0.05562958,0.029952597,0.051574939,-0.018488746,-0.017969452,0.00181,0.00629,0.0,0.00923
2021-11-02,0.01128784,0.019136475,0.037713797,0.008833272,0.062542941,0.018617861,0.01593162,0.023370639,0.043953044,0.038426349,0.00368,0.00345,0.0,-0.02316
2021-11-03,0.04718417,0.021199465,-0.005218459,-0.018606348,0.0024493,-0.00960347,0.031612486,-0.079768414,0.007583682,0.066079295,0.00646,0.01035,0.0,-0.05802
2021-11-04,-0.039728682,-0.024521913,-0.023541421,-0.021189591,-0.014640344,-0.029715358,-0.020799151,-0.124432017,-0.04204516,-0.00661157,0.00431,0.00821,0.0,0.02252
2021-11-05,0.000504541,0.003504947,-0.006978367,-0.008355488,-0.012541355,0.059961315,-0.018234685,0.035528942,-0.02655107,-0.034941764,0.00383,0.00211,0.0,0.06736
2021-11-06,0.011094302,-0.017012316,0.008359601,0.00306396,0.009223029,-0.024635036,-0.007128156,0.084811103,0.000556638,-0.006896552,0.0,0.0,0.0,0.0
2021-11-07,0.007481297,0.021743935,0.02881565,0.017945781,0.021170387,0.008730901,0.021942464,0.004975124,0.012239221,0.059027778,0.0,0.0,0.0,0.0
2021-11-08,0.052475248,0.062229617,0.06708015,0.058514629,0.04198279,0.066151468,0.132488992,-0.048090523,0.039571311,0.051639344,0.0009,0.00068,0.0,0.0449
2021-11-09,0.066792098,0.123715539,-0.009028982,-0.030829199,-0.016400019,-0.01971586,0.144991481,-0.053120357,0.090933122,-0.020265004,-0.00343,-0.00596,-0.00639,0.03252
2021-11-10,-0.073633157,-0.07432602,-0.030074736,-0.065082267,-0.020940096,0.013309672,-0.006562381,-0.020792468,-0.069299733,-0.051710422,-0.008,-0.01655,-0.00639,0.05343
2021-11-11,-0.009519277,0.01895913,-0.001621229,0.019554165,0.019361189,0.013426737,0.008141946,0.071714744,0.018224421,0.019295302,0.00055,0.00522,0.00507,-0.05713
2021-11-12,-0.015377222,-0.012029853,-0.010251339,-0.003835827,-0.011429951,-0.012672811,-0.042895238,0.235514019,-0.030427001,-0.021399177,0.00732,0.01003,0.0,-0.07758
2021-11-13,0.001464129,-0.003769577,0.003947547,0.006546015,-0.004939276,-0.008168028,0.026269702,-0.017246596,-0.001582278,0.0,0.0,0.0,0.0,0.0
2021-11-14,-0.005847953,0.020075377,0.017070447,0.005355777,-0.003904736,-0.007352941,0.08291964,-0.011391626,-0.003433703,-0.000841043,0.0,0.0,0.0,0.0
2021-11-15,-0.010784314,-0.01953309,-0.028927296,-0.02283105,-0.014288493,-0.050666667,-0.05769644,0.026471504,-0.000265041,-0.013468013,3e-05,-0.00038,0.0,0.01228
2021-11-16,-0.06987116,-0.10079719,-0.055100398,-0.077492212,-0.077003012,-0.089575531,-0.124244613,-0.015473301,-0.089077413,-0.070819113,0.00392,0.00758,-0.0037,-0.00728
2021-11-17,0.000532765,-0.004925286,0.004270582,0.003799071,0.01890911,0.001028454,-0.003124729,0.032973806,0.007857974,0.006427916,-0.0024,-0.00309,0.00866,0.0452
2021-11-18,-0.047923323,-0.069010067,-0.056901944,-0.068124474,-0.067971327,-0.090068493,-0.109969525,0.120823389,-0.052555588,-0.049270073,0.00347,0.00458,0.00866,0.02805
2021-11-19,0.042505593,0.036603168,0.021175577,0.052797834,0.075309454,0.065111027,0.067501467,0.143465531,0.078939348,0.047024952,-0.00138,0.00399,0.00721,0.01819
2021-11-20,0.031652361,0.017577106,0.02809677,0.0,0.027085994,0.002826855,0.041055718,-0.064711359,-0.014971751,0.006416132,0.0,0.0,0.0,0.0
2021-11-21,-0.043681747,-0.01592373,-0.017882484,-0.030861552,-0.03422092,0.023608175,-0.023503521,-0.092085615,-0.012905076,-0.033697632,0.0,0.0,0.0,0.0
2021-11-22,-0.032626427,-0.032727399,-0.040847293,-0.028306059,-0.040836091,-0.077796902,-0.056431984,0.121984649,-0.022370715,-0.021677663,-0.0031,-0.01261,0.0,0.07035
2021-11-23,-0.016863406,0.025542074,0.022441764,0.032771962,0.061291395,0.005972378,0.033438426,-0.018079648,0.013670134,0.027938343,0.00167,-0.00502,0.00118,0.01095
2021-11-24,-0.046312178,0.083626499,-0.006800992,-0.041868665,-0.015942707,-0.050092764,-0.018119627,-0.018079648,-0.039871006,-0.030927835,0.00234,0.00448,0.00118,-0.04128
2021-11-25,0.004196643,-0.003989469,0.031340572,0.018399264,0.058951863,0.030859375,0.049995292,0.005619066,0.043358779,0.008704062,0.0,0.0,0.00366,0.0
2021-11-26,-0.084179104,-0.096828074,-0.0878249,-0.087172538,-0.106381803,-0.093217128,-0.12338594,-0.103853565,-0.036581797,-0.100287632,0.0,-0.02231,0.00366,0.0
2021-11-27,0.006518905,0.011365473,0.018903953,0.015338941,0.014285538,0.00835771,-0.00035802,0.012255429,-0.009113001,0.008098892,0.0,0.0,0.0,0.0
2021-11-28,0.033678756,0.010421105,0.046097594,0.012670565,0.048196473,0.027351844,0.021437708,0.094095157,-0.007050889,0.024312896,0.0,0.0,0.0,0.0
2021-11-29,0.004385965,0.011315119,0.008863204,0.035129933,0.035033225,0.008874546,0.03085554,-0.050669773,0.014510651,0.022187822,0.01326,0.01882,-0.00126,0.0
2021-11-30,-0.030567686,-0.009225317,-0.014941333,-0.0027894,0.041049884,0.011995202,0.009815355,-0.050306748,0.021606817,0.008581524,0.01326,-0.0155,-0.00126,0.0
2021-12-01,-0.003861004,0.001017044,0.004433847,-0.024242424,-0.009362786,0.001975504,0.005485516,-0.019595177,-0.023235031,-0.008508509,-0.01173,-0.01822,-0.00368,0.0
2021-12-02,0.111111111,-0.016203623,-0.01232282,0.000955566,-0.015898896,-0.031545741,-0.02555513,-0.031188228,0.036291552,-0.017566885,0.01435,0.00843,-0.00368,-0.10186
2021-12-03,-0.093604651,-0.050693542,-0.050590417,-0.045346062,-0.065446974,-0.050081433,-0.076809744,-0.112672863,-0.040023543,-0.051998767,-0.0084,-0.01923,-0.00363,0.09732
2021-12-04,-0.087235407,-0.110946468,-0.082362883,-0.105,-0.022529697,-0.113159023,-0.132407703,0.0518651,-0.102391171,-0.080867209,0.0,0.0,0.0,0.0
2021-12-05,-0.03021785,-0.043186565,0.004510453,-0.040782123,0.018628796,-0.057032383,-0.03991661,-0.102987612,-0.021857923,-0.050595589,0.0,0.0,0.0,0.0
2021-12-06,0.03115942,0.048421238,0.021981583,0.038439138,0.037152263,0.019477191,0.033401456,0.023016518,0.038058659,0.028198758,0.01176,0.00927,0.00728,-0.11379
2021-12-07,-0.03092059,-0.00197695,0.001586064,-0.010095345,-0.010894686,0.060331825,0.001545022,0.010058232,-0.032626976,-0.013893923,0.01176,0.00927,0.00728,-0.11379
2021-12-08,0.012327774,0.013065284,-0.002369403,0.01529745,0.030229482,0.086296823,0.019498951,-0.012578616,0.065716273,0.056603774,0.00311,0.00639,0.00817,-0.09091
2021-12-09,-0.0752149,-0.065752798,-0.05779082,-0.055803571,-0.07388772,-0.114360541,-0.083040794,-0.081475584,-0.106362153,-0.003478664,-0.00706,-0.01703,-0.00463,0.08442
2021-12-10,-0.061967467,-0.022933226,-0.008461387,-0.029550827,-0.050932411,-0.084770823,-0.01960396,-0.065299047,-0.047097481,-0.069816151,0.00956,0.0073,-0.00463,-0.13392
2021-12-11,0.1164327,0.046282159,0.046772763,0.02862363,0.047710564,0.074313409,0.063758163,0.075734158,0.05210728,0.049161871,0.0,0.0,0.0,0.0
2021-12-12,-0.003698225,-0.001807727,0.014405122,0.005328597,0.011404659,0.024561404,0.006962025,0.043390805,0.005462491,0.002026946,0.0,0.0,0.0,0.0
2021-12-13,-0.090571641,-0.079487683,-0.067430866,-0.073027091,-0.084692562,-0.130136986,-0.090760528,-0.127237676,-0.081854401,-0.06960971,-0.00911,-0.0139,0.0,0.08668
2021-12-14,0.034285714,0.036432161,0.035450963,-0.073027091,0.020369451,0.038245219,0.040716162,-0.000315557,0.056410256,0.038112291,-0.00733,-0.0113,0.0,0.07779
2021-12-15,0.034727703,0.024219554,0.010278647,-0.052328624,0.040912127,0.066630553,0.020126204,0.053977273,0.01867065,0.019218923,0.01637,0.02154,0.0,-0.11878
2021-12-16,-0.054157132,-0.021413898,-0.025552393,-0.044174489,-0.0157107,-0.046724225,-0.031058732,-0.056903264,-0.061217009,-0.026471655,-0.0087,0.02154,0.0,0.06636
2021-12-17,-0.016935484,-0.030051341,-0.030896433,-0.025418833,-0.020383975,-0.026105487,-0.031516699,-0.025722452,-0.005857087,-0.010553762,-0.01023,-0.0007,0.0,0.04861
2021-12-18,0.019688269,0.025571657,0.015108697,0.021932424,0.022079936,0.06892779,0.032056619,0.118318123,0.005106049,0.037143933,0.0,0.0,0.0,0.0
2021-12-19,0.000804505,-0.007248538,-0.003510122,-0.016821346,-0.009442296,-0.034800409,0.030052441,-0.051005538,-0.008206331,0.010163339,0.0,0.0,0.0,0.0
2021-12-20,-0.004823151,-0.005452991,0.004634332,-0.013569322,0.005356028,-0.004241782,-0.003328764,-0.019348894,0.017336485,0.052581147,-0.01138,-0.01244,0.0,0.06027
2021-12-21,0.034733441,0.017494134,0.0427156,0.022129187,0.018281262,0.034611289,0.013752456,0.027247103,0.037567777,0.077833409,0.01785,0.02413,-0.00612,-0.08133
2021-12-22,0.036690086,0.000136999,-0.006184088,0.012873025,-0.009069866,0.025218734,0.004134367,0.001829268,-0.000373274,0.007284628,0.01029,0.01179,-0.00612,-0.11328
2021-12-23,0.109939759,0.040340624,0.045566828,0.068168689,0.032926762,0.112449799,0.052946475,0.12051126,0.074682599,0.041609894,0.00624,0.00848,-0.00612,-0.03596
2021-12-24,-0.055630936,-0.0081415,0.000199881,0.008112493,-0.015679599,-0.031137184,-0.01478585,-0.049429658,-0.032314107,-0.082813443,0.0,0.0,-0.00612,0.0
2021-12-25,0.04454023,0.007456082,-0.008039479,0.02360515,0.01215207,0.030740568,-0.021581395,0.070571429,0.041292639,0.015688426,0.0,0.0,0.0,0.0
2021-12-26,0.001375516,-0.007664434,0.007123506,-0.004716981,-0.008205884,0.038861274,-0.011789314,0.029623699,0.006896552,-0.005508749,0.0,0.0,0.0,0.0
2021-12-27,0.041208791,0.02985438,-0.001499285,-0.010531859,-0.006292698,0.000869943,-0.000384837,-0.030326594,0.02739726,0.006625394,0.01388,0.01392,0.0,-0.01559
2021-12-28,-0.077176781,-0.056838938,-0.062670944,-0.075039915,-0.060509625,-0.115601912,-0.065190889,-0.107457899,-0.086333333,-0.080707812,-0.00101,-0.00564,0.0,-0.00792
2021-12-29,-0.047891351,-0.020209615,-0.022397368,-0.033947066,-0.043292017,-0.03046683,-0.001029583,-0.023959269,-0.026997446,-0.041431925,0.0014,-0.00098,0.0,-0.03364
2021-12-30,0.01951952,0.003720671,0.014158294,0.019058964,0.022254919,0.01064369,0.016971279,0.009205278,0.004874391,0.027182564,-0.0029,-0.00151,0.0,0.02242
2021-12-31,-0.036082474,-0.002525311,-0.019782659,-0.004675628,-0.009242388,-0.021564694,-0.012499155,-0.006384919,-0.005597015,-0.011562761,-0.00258,-0.00613,0.0,-0.00635
2022-01-01,0.054239878,0.03344637,0.03333614,0.016441574,0.02474298,0.06355715,0.031882868,0.024479804,0.038649156,0.025205017,0.0,0.0,0.0,0.0
2022-01-02,-0.001449275,0.006675057,-0.009027313,0.00751011,0.017038606,0.054457831,0.002386951,-0.002986858,0.055274566,0.010704623,0.0,0.0,0.0,0.0
2022-01-03,-0.042815675,-0.030006028,-0.018086767,-0.024655963,-0.017165589,0.084095064,-0.018256383,-0.026662672,-0.006504622,-0.031191806,0.00638,0.01201,0.0,-0.036
2022-01-04,-0.007581501,-0.016548899,-0.01348201,-0.009994121,0.005447312,-0.01222597,-0.012868886,-0.023084026,-0.037560303,-0.011412782,-0.00056,-0.01316,0.00748,0.01867
2022-01-05,-0.060351413,-0.065086126,-0.05219976,-0.056413302,-0.065747939,0.075970977,-0.076718313,-0.081600504,-0.04726101,-0.060882246,-0.00056,-0.01316,0.00748,0.01867
2022-01-06,0.040650407,0.001702255,-0.007781498,0.006922593,-0.036838697,0.007536692,0.005174836,0.162264151,0.005636979,0.00931677,-0.00089,-0.00127,0.00748,-0.00608
2022-01-07,-0.05546875,-0.036736224,-0.035984837,-0.03125,-0.061650149,0.021653543,-0.034492903,-0.097697757,-0.039985052,-0.022179487,-0.00387,-0.0096,0.00748,-0.04335
2022-01-08,-0.021505376,-0.031988585,0.003439263,-0.025806452,-0.036183665,-0.023506744,-0.013711152,-0.040562643,-0.007395874,-0.022813688,0.0,0.0,0.0,0.0
2022-01-09,-0.010989011,0.009996784,0.004388213,-0.00397351,0.022727789,0.086819258,0.010889713,0.002045687,0.023921569,0.010197236,0.0,0.0,0.0,0.0
2022-01-10,-0.039316239,-0.03489452,-0.000883935,-0.04787234,-0.021311845,0.016339869,-0.033234013,-0.043211977,-0.031022597,-0.01686811,-0.00144,0.00046,0.0,0.03412
2022-01-11,0.056939502,0.016524608,0.021763893,0.074022346,0.050796451,-0.050017864,0.040145409,0.040184922,0.039525692,0.040664685,0.00916,0.0141,0.0,-0.05103
2022-01-12,0.104377104,0.038138,0.027528231,0.059817945,0.040955832,0.006393381,0.078711442,0.055384615,0.073764259,0.037128392,0.00283,0.00231,0.0,-0.04291
2022-01-13,-0.060213415,-0.017169954,-0.030602689,0.053374233,-0.038769296,-0.070254111,-0.036836174,-0.060252672,-0.046033994,-0.038928527,-0.01413,0.00231,0.0,-0.04291
2022-01-14,0.0486618,0.022586289,0.012077807,0.068142108,0.020787969,0.034163987,0.05820841,0.019993106,-0.0155902,0.007293566,0.00084,0.00587,0.0,-0.05515
2022-01-15,-0.000773395,0.013454659,-2.5296e-05,0.006543075,0.005731707,-0.020987175,0.020800221,0.010814464,-0.023001508,0.00801655,0.0,0.0,0.0,0.0
2022-01-16,0.092879257,-0.006650807,0.000269676,-0.042795233,0.006302893,0.012306471,-0.008461955,0.043129388,-0.000385951,-0.00141098,0.0,0.0,0.0,0.0
2022-01-17,0.135269122,-0.019236217,-0.020324192,-0.032258065,-0.041410791,-0.06627451,0.032498122,-0.069551282,-0.011196911,-0.020809249,0.0,0.0,0.0,0.0
2022-01-18,-0.089831566,0.001785433,0.003513847,-0.034502924,-0.015385095,-0.034859303,-0.064140713,-0.015156734,-0.007809449,-0.013905287,0.0,0.0,0.0,0.0
2022-01-19,-0.083618917,-0.03244745,-0.016471671,-0.021199273,-0.024266962,-0.062663185,-0.037447891,-0.045120672,-0.033451397,-0.017959292,-0.00967,-0.01149,0.0,0.04651
2022-01-20,-0.057591623,-0.030637122,-0.0234619,-0.037747525,-0.026695583,-0.062674095,-0.047272994,-0.035164835,-0.056188925,-0.025060959,-0.01096,-0.01298,0.0,0.07296
2022-01-21,-0.11031746,-0.118960458,-0.103883011,-0.086173633,-0.144163228,-0.136701337,-0.11611064,-0.157175399,-0.124245039,-0.11449215,-0.01096,-0.01298,0.0,0.12739
2022-01-22,-0.044603033,-0.075837351,-0.03820693,-0.062631949,-0.061239342,-0.089500861,-0.055875174,-0.081981982,-0.05270936,-0.063235525,0.0,0.0,0.0,0.0
2022-01-23,0.050420168,0.038885266,0.034560177,0.064564565,0.053630873,0.049779458,0.037023359,0.039744848,0.04576183,0.05360134,0.0,0.0,0.0,0.0
2022-01-24,-0.051555556,-0.034423522,0.01142632,-0.030324401,-0.039081681,-0.06362545,-0.023860399,-0.016989146,-0.014917951,-0.026868045,0.00277,0.00626,0.0,0.0364
2022-01-25,-0.023430178,-0.001676475,0.007443576,0.039272727,0.00711633,-0.007051282,-0.016326158,0.009601536,-0.006562342,0.00898546,-0.01217,0.00626,0.0,0.04214
2022-01-26,0.034548944,-0.008293636,-0.003965276,0.00139958,0.001821397,-0.016785023,-0.007974038,0.027104137,-0.00050813,0.003400259,-0.00149,0.00021,0.0,0.02567
2022-01-27,-0.032467532,0.000725714,0.009787841,-0.011180992,-0.015543011,0.000656599,-0.000373867,0.042592593,-0.013218099,-0.018073261,-0.00532,-0.01398,0.0,-0.04599
2022-01-28,0.005752637,0.025381587,0.014919393,0.0,0.049962281,0.060367454,0.023749416,0.014209591,0.023699124,0.005094495,-0.00532,-0.01398,0.00827,-0.09282
2022-01-29,0.010486177,0.006264103,0.011661505,0.010600707,0.022013875,0.004331683,0.012238561,0.038528897,0.023653749,0.009646828,0.0,0.0,0.0,0.0
2022-01-30,-0.022641509,-0.029184377,-0.007238995,-0.025174825,5.3782e-05,0.095502157,-0.019759993,0.056492411,-0.039331367,-0.025263158,0.0,0.0,0.0,0.0
2022-01-31,0.015444015,-0.015789292,0.015464102,0.016499283,0.032997342,-0.034308211,0.008560383,0.126895451,0.022006141,0.025917927,0.0,0.0,0.0,-0.10231
2022-02-01,0.041825095,0.008967039,0.005892506,0.00564573,0.037562195,-0.00990099,0.050561285,-0.050283286,0.011517276,0.017975709,0.00687,0.00746,0.0,-0.11559
2022-02-02,-0.062956204,-0.033778858,-0.046571038,-0.037894737,-0.039080336,-0.070588235,-0.058639562,-0.052945563,-0.043069307,-0.043588928,0.00943,0.00499,-0.00768,0.00592
2022-02-03,0.033106134,0.009952573,0.011117826,0.006564551,0.005993786,0.030379747,0.024455519,0.054724409,0.00879462,0.014471058,0.00943,0.00499,-0.00768,0.10231
2022-02-04,0.073515551,0.08957985,0.011117826,0.072463768,0.111227282,0.076781327,0.093234844,0.050018664,0.072820513,0.075258239,0.00533,0.01604,-0.00768,-0.04641
2022-02-05,-0.011413521,0.04708264,-0.004138701,-0.007432432,0.006032337,0.014261266,0.003955175,0.071809456,0.01959847,0.016163464,0.0,0.0,0.0,0.0
2022-02-06,0.01598579,0.013470953,0.024003935,0.049012934,0.014068439,0.016310461,0.048095863,0.095190713,0.049695265,0.025960384,0.0,0.0,0.0,0.0
2022-02-07,0.048076923,0.055536753,0.034156512,0.072680078,0.027373695,0.044825678,0.07541112,-0.004542701,0.07012059,0.025960384,-0.00368,-0.00583,0.0,-0.0155
2022-02-08,-0.019182652,-0.02159972,0.004994178,-0.042347247,-0.007200657,-0.027012712,-0.026869584,0.056586553,0.010851419,0.053017552,0.00841,0.01276,0.0,-0.06212
